SOMAmer SeqID,Target Name,Human Target or Analyte,UniProt ID,GeneID,Cardiovascular Disease,Inflammation and Immune Response,Metabolic Disease,Oncology,Combine Immune and Metabolic,Previous association with age,Previous association with Sex,Drug Targets,Bone Related or of interest,NIHM Supplemental Data,Aging and Longevity pQTLs,Rat Cytokine/Chemokine Luminex,Known of Interest,Inflammatory Serum Protein Profiling of Patients,Count for Custom Panel,
8000-17,KI2LA,Killer cell immunoglobulin-like receptor 2DL5A,Q8N109,KIR2DL5A,,,,,,,,,,,,,,,,
10428-1,KI2S2,Killer cell immunoglobulin-like receptor 2DS2,P43631,KIR2DS2,,,,,,,,,,,,,,,,
17152-10,KI2S4,Killer cell immunoglobulin-like receptor 2DS4,P43632,KIR2DS4,,,,,,,,,,,,,,,,
18907-97,KI3L1,Killer cell immunoglobulin-like receptor 3DL1,P43629,KIR3DL1,,X,,,,,,,,,,,,,,
5096-51,KI3L2,Killer cell immunoglobulin-like receptor 3DL2,P43630,KIR3DL2,,,,,,,,,,,,,,,,
8045-3,KI3L3:CD,Killer cell immunoglobulin-like receptor 3DL3:Cytoplasmic domain,Q8N743,KIR3DL3,,,,,,,,,,,,,,,,
7944-1,KI3L3:ECD,Killer cell immunoglobulin-like receptor 3DL3:Extracellular domain,Q8N743,KIR3DL3,,,,,,,,,,,,,,,,
5097-14,KI3S1,Killer cell immunoglobulin-like receptor 3DS1,Q14943,KIR3DS1,,,,,,,,,,X,,,X,,X,X
10809-14,KLRB1,Killer cell lectin-like receptor subfamily B member 1,Q12918,KLRB1,,,,,,,,,,,,,,,,
20562-78,KLRB1,Killer cell lectin-like receptor subfamily B member 1,Q12918,KLRB1,,,,,,,,,,,,,,,,
5098-79,KLRF1,Killer cell lectin-like receptor subfamily F member 1,Q9NZS2,KLRF1,,,,,,,,,,,,,,,,
7756-37,KLRF1,Killer cell lectin-like receptor subfamily F member 1,Q9NZS2,KLRF1,,,,,,,,,,,,,,,,
10693-43,KLRG2:C-term,Killer cell lectin-like receptor subfamily G member 2:C-term,A4D1S0,KLRG2,,,,,,,,,,,,,,,,
10762-2,KLRG2:N-term,Killer cell lectin-like receptor subfamily G member 2:N-term,A4D1S0,KLRG2,,,,,,,,,,,,,,,,
22563-4,KIRR1,Kin of IRRE-like protein 1,Q96J84,KIRREL1,,,,,,,,,,,,,,,,
16609-106,KIRR2,Kin of IRRE-like protein 2,Q6UWL6,KIRREL2,,,,,,,,,,,,,,,,
7958-15,KIRR2,Kin of IRRE-like protein 2,Q6UWL6,KIRREL2,,,,,,,,,,,,,,,,
4557-61,KIRR3,Kin of IRRE-like protein 3,Q8IZU9,KIRREL3,,,,,,,,,,X,,,X,,X,X
12656-1,KLC1,Kinesin light chain 1,Q07866,KLC1,,,,,,,,,,,,,,,,
24245-2,KLC3,Kinesin light chain 3,Q6P597,KLC3,,,,,,,,,,,,,,,,
11672-17,KI16B,Kinesin-like protein KIF16B,Q96L93,KIF16B,,,,,,,,,,,,,,,,
9899-28,KIF1C,Kinesin-like protein KIF1C,O43896,KIF1C,,,,,,,,,,,,,,,,
12734-112,KIF22,Kinesin-like protein KIF22,Q14807,KIF22,,X,,,,,,,,,,,,,,
5228-25,KIF23,Kinesin-like protein KIF23,Q02241,KIF23,,,X,,,,,,,X,,,X,,X,X
13961-18,KIF3A,Kinesin-like protein KIF3A,Q9Y496,KIF3A,,X,,,,,,,,,,,,,,
24953-27,KIF3B,Kinesin-like protein KIF3B,O15066,KIF3B,,,,,,,,,,,,,,,,
24407-31,KIF3C,Kinesin-like protein KIF3C,O14782,KIF3C,X,,X,,,,,,,,,,,,,
12730-3,KNTC2,Kinetochore protein NDC80 homolog,O14777,NDC80,,,,,,,,,,,,,,,,
22782-80,SPC25,Kinetochore protein Spc25,Q9HBM1,SPC25,,,,,,,,,,,,,,,,
22518-54,NSL1,Kinetochore-associated protein NSL1 homolog,Q96IY1,NSL1,,,,,,,,,,,,,,,,
15343-337,"Kininogen, HMW, Two Chain","Kininogen, HMW, Two Chain",P01042,KNG1,X,X,,,,,,,,X,,,X,,X,X
4918-21,"Kininogen, HMW",Kininogen-1,P01042,KNG1,,,,,,,,,,X,,,X,,X,X
7784-1,"Kininogen, HMW",Kininogen-1,P01042,KNG1,X,X,,,,,,,,X,,,X,,X,X
19631-13,Kininostatin,Kininostatin,P01042,KNG1,,,,,,,,,,X,,,X,,X,X
5852-6,S100A12,Protein S100-A12,P80511,S100A12,,X,,,,,,,,,,,,X,X,
23579-3,KKLC1,Kita-kyushu lung cancer antigen 1,Q5H943,CT83,,,,,,,,,,,,,,,,
15384-15,KLOTHO,Klotho,Q9UEF7,KL,X,,X,,,,,,,,,,,,,
17331-138,KREM1,Kremen protein 1,Q96MU8,KREMEN1,,,,,,,,,,,,,,,,
6512-68,KREM1,Kremen protein 1,Q96MU8,KREMEN1,,,,,,,,,,,,,,,,
3202-28,KREM2,Kremen protein 2,Q8NCW0,KREMEN2,,,,,,,,,,X,,,X,,X,X
17850-42,KLF4,Krueppel-like factor 4,O43474,KLF4,X,X,,,,,,,,,,,,,,
22488-17,KLF9,Krueppel-like factor 9,Q13886,KLF9,X,,,,,,,,,,,,,,,
2828-82,HAI-1,Kunitz-type protease inhibitor 1,O43278,SPINT1,,,,,,X,,,,,,,X,,X,
2843-13,SPINT2,Kunitz-type protease inhibitor 2,O43291,SPINT2,,,X,X,,,,,,X,,,X,,X,X
7926-13,SPIT3,Kunitz-type protease inhibitor 3,P49223,SPINT3,,,,,,,,,,,,,,,,
13650-11,KCIP1,Kv channel-interacting protein 1,Q9NZI2,KCNIP1,,,,,,,,,,,,,,,,
7011-8,KCIP4,Kv channel-interacting protein 4,Q6PIL6,KCNIP4,,,,,,,,,,,,,,,,
22050-19,KXDL1,KxDL motif-containing protein 1,Q9BQD3,KXD1,,,,,,,,,,,,,,,,
4559-64,KYNU,Kynureninase,Q16719,KYNU,,,X,,,,,,,X,,,X,,X,X
25466-84,KMO,Kynurenine 3-monooxygenase,O15229,KMO,,X,,,,,,,,,,,,,,
22023-3,AADAT,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",Q8N5Z0,AADAT,,,,,,,,,,,,,,,,
17365-7,KAT1,Kynurenine--oxoglutarate transaminase 1,Q16773,KYAT1,,,,X,,,,,,,,,,,,
12682-5,KAT3,Kynurenine--oxoglutarate transaminase 3,Q6YP21,KYAT3,,,,,,,,,,,,,,,,
23595-6,LACC1,Laccase domain-containing protein 1,Q8IV20,LACC1,,X,,,,,,,,,,,,,,
4455-89,MFGM,Lactadherin,Q08431,MFGE8,,,X,X,,,,,,X,,,X,,X,X
10890-135,LCTL,Lactase-like protein,Q6UWM7,LCTL,,,,,,,,,,,,,,,,
9017-58,LPH,Lactase-phlorizin hydrolase,P09848,LCT,,,X,,,,,,,,,,,,,
4801-13,PERL,Lactoperoxidase,P22079,LPO,,,,,,,,,,,,,,,,
8759-29,"a1,4-Galactosyltransferase",Lactosylceramide 4-alpha-galactosyltransferase,Q9NPC4,A4GALT,,X,,,,,,,,,,,,,,
10588-39,SIAT9,"Lactosylceramide alpha-2,3-sialyltransferase",Q9UNP4,ST3GAL5,,,,,,,,,,,,,,,,
14755-4,Lactoferrin,Lactotransferrin,P02788,LTF,,,,,,,,,,X,,,X,,X,X
2780-35,Lactoferrin,Lactotransferrin,P02788,LTF,X,X,X,X,X,,,,,X,,,X,,X,X
9883-29,Glyoxalase I,Lactoylglutathione lyase,Q04760,GLO1,X,,,,,,,,,,,,,,,
6407-63,LAD1,Ladinin-1,O00515,LAD1,,,,,,,,,,,,,,,,
24643-21,CRYL1,Lambda-crystallin homolog,Q9Y2S2,CRYL1,,,,,,,,,,,,,,,,
8265-225,LAP2B,"Lamina-associated polypeptide 2, isoforms beta/gamma",P42167,TMPO,X,X,,,,,,,,,,,,,,
3889-64,Lamin-B1,Lamin-B1,P20700,LMNB1,,,X,,,,,,,X,,,X,,X,X
20217-26,Lamin-B2,Lamin-B2,Q03252,LMNB2,,,X,,,,,,,,,,,,,
20074-3,LAMA3,Laminin subunit alpha-3,Q16787,LAMA3,,,,,,,,,,,,,,,,
6577-64,LAMA4,Laminin subunit alpha-4,Q16363,LAMA4,X,,,,,,,,,,,,,,,
9580-5,Laminin gamma-2,Laminin subunit gamma-2,Q13753,LAMC2,,,,,,,,,,,,,,,,
18347-15,Laminin-2,Laminin-2,P24043|P07942|P11047,LAMA2|LAMB1|LAMC1,X,,,X,,,,,,,,,,,,
17320-19,ADPPT,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,Q9NRN7,AASDHPPT,,,,,,,,,,,,,,,,
13986-6,LANC1,LanC-like protein 1,O43813,LANCL1,,,,,,,,,,,,,,,,
12628-31,LANC2,LanC-like protein 2,Q9NS86,LANCL2,,,,,,,,,,,,,,,,
21955-36,BAT3,Large proline-rich protein BAT3,P46379,BAG6,,,,,,,,,,,,,,,,
25414-11,LCE3B,Late cornified envelope protein 3B,Q5TA77,LCE3B,,,,,,,,,,,,,,,,
23334-21,LCE3C,Late cornified envelope protein 3C,Q5T5A8,LCE3C,,,,,,,,,,,,,,,,
13133-73,LTBP4,Latent-transforming growth factor beta-binding protein 4,Q8N2S1,LTBP4,,,,,,,,,,X,,,X,,X,X
20592-8,LXN,Latexin,Q9BS40,LXN,,,,,,,,,,,,,,,,
20578-10,LPHN3,Latrophilin-3,Q9HAR2,ADGRL3,,,,,,,,,,,,,,,,
2635-61,Layilin,Layilin,Q6UX15,LAYN,,,,,,X,,,,,,,X,,X,
15299-102,MESD2,LDLR chaperone MESD,Q14696,MESD,,,,,,,,,,,,,,,,
5594-87,MESD2,LDLR chaperone MESD,Q14696,MESD,,,,,,,,,,,,,,,,
21390-68,L-dopachrome tautomerase,L-dopachrome tautomerase,P40126,DCT,,,,,,,,,,,,,,,,
15503-15,Lefty-A,Left-right determination factor 2,O00292,LEFTY2,,,,,,,,,,,,,,,,
15503-20,Lefty-A,Left-right determination factor 2,O00292,LEFTY2,X,,,,,,,,,,,,,,,
3622-33,LGMN,Legumain,Q99538,LGMN,,,,,,,,,,,,,,,,
7840-64,LGMN,Legumain,Q99538,LGMN,,,,,,,,,,,,,,,,
12504-26,LMOD1,Leiomodin-1,P29536,LMOD1,X,,,,,,,,,,,,,,,
8040-9,LEMD1,LEM domain-containing protein 1,Q68G75,LEMD1,,,,,,,,,,,,,,,,
24499-36,LGSN,Lengsin,Q5TDP6,LGSN,,,,,,,,,,,,,,,,
2575-5,Leptin,Leptin,P41159,LEP,,,,,,,X,,,X,,,X,,X,X
8484-24,Leptin,Leptin,P41159,LEP,X,X,X,X,X,,,,,X,,X,X,,X,X
5400-52,sLeptin R,"Leptin receptor, soluble",P48357,LEPR,X,X,X,X,X,,,,,,,,,,X,X
12708-91,LMBL2,Lethal(3)malignant brain tumor-like protein 2,Q969R5,L3MBTL2,,,,X,,,,,,,,,,,,
5751-14,HCCR-1,LETM1 domain-containing protein 1,Q6P1Q0,LETMD1,,,,,,,,,,,,,,,,
4237-70,LCMT1,Leucine carboxyl methyltransferase 1,Q9UIC8,LCMT1,,,,,,,,,,X,,,X,,X,X
24638-3,LRA25,Leucine repeat adapter protein 25,Q8N5H3,FAM89B,,,,,,,,,,,,,,,,
20378-110,LZTL1,Leucine zipper transcription factor-like protein 1,Q9NQ48,LZTFL1,X,,,,,,,,,,,,,,,
11252-30,LRCH4:CH,Leucine-rich repeat and calponin homology domain-containing protein 4:Calponin Homology,O75427,LRCH4,,,,,,,,,,,,,,,,
8984-28,LRCH4: LRR5,Leucine-rich repeat and calponin homology domain-containing protein 4:Leucine-rich repeat 5,O75427,LRCH4,,,,,,,,,,,,,,,,
7910-41,LRFN1,Leucine-rich repeat and fibronectin type III domain-containing protein 1,Q9P244,LRFN1,,,,,,,,,,,,,,,,
7200-4,LRFN2,Leucine-rich repeat and fibronectin type-III domain-containing protein 2,Q9ULH4,LRFN2,,,,,,,,,,,,,,,,
21691-27,LRFN3,Leucine-rich repeat and fibronectin type-III domain-containing protein 3,Q9BTN0,LRFN3,,,,,,,,,,,,,,,,
21696-80,LRFN4,Leucine-rich repeat and fibronectin type-III domain-containing protein 4,Q6PJG9,LRFN4,,,,,,,,,,,,,,,,
6587-6,LRFN5,Leucine-rich repeat and fibronectin type-III domain-containing protein 5,Q96NI6,LRFN5,,,,,,,,,,,,,,,,
6620-82,LIGO1,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1,Q96FE5,LINGO1,,,,,,,,,,,,,,,,
10827-67,LIGO3,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3,P0C6S8,LINGO3,,,,,,,,,,,,,,,,
9368-64,LRTM1,Leucine-rich repeat and transmembrane domain-containing protein 1,Q9HBL6,LRTM1,,,,,,,,,,,,,,,,
8906-60,LRTM2,Leucine-rich repeat and transmembrane domain-containing protein 2,Q8N967,LRTM2,,,,,,,,,,,,,,,,
25479-8,LRRF2,Leucine-rich repeat flightless-interacting protein 2,Q9Y608,LRRFIP2,,,,,,,,,,,,,,,,
8003-57,LGI3,Leucine-rich repeat LGI family member 3,Q8N145,LGI3,,,,,,,,,,,,,,,,
11293-14,LRRN1:CD,Leucine-rich repeat neuronal protein 1:Cytoplasmic domain,Q6UXK5,LRRN1,,,,,,,,,,,X,,X,,X,
11586-2,LRRN1:ECD,Leucine-rich repeat neuronal protein 1:Extracellular domain,Q6UXK5,LRRN1,,,,,,,,,,,X,,X,,X,
10990-21,LRRK2,Leucine-rich repeat serine/threonine-protein kinase 2,Q5S007,LRRK2,,,,X,,,,,,,,,,,,
19360-22,LRRT1,Leucine-rich repeat transmembrane neuronal protein 1,Q86UE6,LRRTM1,,,,,,,,,,,,,,,,
4452-9,LRRT1,Leucine-rich repeat transmembrane neuronal protein 1,Q86UE6,LRRTM1,,,,,,,,,,,,,,,,
6904-14,LRRT2,Leucine-rich repeat transmembrane neuronal protein 2,O43300,LRRTM2,,,,,,,,,,,,,,,,
4453-83,LRRT3,Leucine-rich repeat transmembrane neuronal protein 3,Q86VH5,LRRTM3,,,,,,,,,,X,,,X,,X,X
8646-61,LRRT4:CD,"Leucine-rich repeat transmembrane neuronal protein 4:Isoform 2, Cytoplasmic domain",Q86VH4,LRRTM4,,,,,,,,,,,,,,,,
6572-10,LRRT4:ECD,"Leucine-rich repeat transmembrane neuronal protein 4:Isoform 2, Extracellular domain",Q86VH4,LRRTM4,,,,,,,,,,,,,,,,
13739-3,FLRT1,Leucine-rich repeat transmembrane protein FLRT1,Q9NZU1,FLRT1,,,,,,,,,,X,,,X,,X,X
4547-59,FLRT1,Leucine-rich repeat transmembrane protein FLRT1,Q9NZU1,FLRT1,,,,,,,,,,X,,,X,,X,X
13122-19,FLRT2,Leucine-rich repeat transmembrane protein FLRT2,O43155,FLRT2,,,,,,,,,,X,,,X,,X,X
9128-34,FLRT3:CD,Leucine-rich repeat transmembrane protein FLRT3:Cytoplasmic domain,Q9NZU0,FLRT3,,,,,,,,,,X,,,X,,X,X
13123-3,FLRT3:ECD,Leucine-rich repeat transmembrane protein FLRT3:Extracellular domain,Q9NZU0,FLRT3,,,,,,,,,,X,,,X,,X,X
11716-28,LRIT2,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 2",A6NDA9,LRIT2,,,,,,,,,,,,,,,,
11534-6,LRIT3,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3",Q3SXY7,LRIT3,,,,,,,,,,,,,,,,
16304-6,LGR4,Leucine-rich repeat-containing G-protein coupled receptor 4,Q9BXB1,LGR4,,,,,,,,,,,,,,,,
16296-43,LGR5,Leucine-rich repeat-containing G-protein coupled receptor 5,O75473,LGR5,,,,,,,,,,,,,,,,
7122-31,LGR5,Leucine-rich repeat-containing G-protein coupled receptor 5,O75473,LGR5,,,,,,,,,,,,,,,,
6557-50,LRC15,Leucine-rich repeat-containing protein 15,Q8TF66,LRRC15,,,,,,,,,,,,,,,,
23288-28,LRC20,Leucine-rich repeat-containing protein 20,Q8TCA0,LRRC20,,,,,,,,,,,,,,,,
9989-12,LRC24,Leucine-rich repeat-containing protein 24,Q50LG9,LRRC24,,,,,,,,,,,,,,,,
9987-30,LRC25:CD,Leucine-rich repeat-containing protein 25:Cytoplasmic domain,Q8N386,LRRC25,,,,,,,,,,,,,,,,
9317-4,LRC25:ECD,Leucine-rich repeat-containing protein 25:Extracellular domain,Q8N386,LRRC25,,,,,,,,,,,,,,,,
6917-49,LRRC3,Leucine-rich repeat-containing protein 3,Q9BY71,LRRC3,,,,,,,,,,,,,,,,
7551-33,LRC32,Leucine-rich repeat-containing protein 32,Q14392,LRRC32,,,,,,,,,,,X,,X,,X,
8897-3,L37A2,Leucine-rich repeat-containing protein 37A2,A6NM11,LRRC37A2,,,,X,,,,,,,,,,,,
18947-3,LRC3B,Leucine-rich repeat-containing protein 3B,Q96PB8,LRRC3B,,,,X,,,,,,,,,,,,
21690-31,LRRC4,Leucine-rich repeat-containing protein 4,Q9HBW1,LRRC4,,,,,,,,,,,,,,,,
11911-13,LRC4B:CD,Leucine-rich repeat-containing protein 4B:Cytoplasmic domain,Q9NT99,LRRC4B,,,,,,,,,,,,,,,,
9916-146,LRC4B:ECD,Leucine-rich repeat-containing protein 4B:Extracellular domain,Q9NT99,LRRC4B,,,,,,,,,,,,,,,,
9369-174,NGL1,Leucine-rich repeat-containing protein 4C,Q9HCJ2,LRRC4C,,,,,,,,,,,,,,,,
10785-8,LRC52,Leucine-rich repeat-containing protein 52,Q8N7C0,LRRC52,,,,,,,,,,,,,,,,
19163-26,LRC59,Leucine-rich repeat-containing protein 59,Q96AG4,LRRC59,,,,X,,,,,,,,,,,,
8389-8,CN16B,Leucine-rich repeat-containing protein 74A,Q0VAA2,LRRC74A,,,,,,,,,,,,,,,,
24718-8,LR75A,Leucine-rich repeat-containing protein 75A,Q8NAA5,LRRC75A,,,,,,,,,,,,,,,,
18831-6,LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Q96JA1,LRIG1,X,,,,,,,,,,,,,,,
3322-52,LRIG3,Leucine-rich repeats and immunoglobulin-like domains protein 3,Q6UXM1,LRIG3,,,,,,,,,,X,,,X,,X,X
14025-18,4-1BB,Tumor necrosis factor receptor superfamily member 9,Q07011,TNFRSF9,,X,X,X,X,,,,,X,,,X,X,X,X
9188-119,MIG,C-X-C motif chemokine 9,Q07325,CXCL9,X,X,X,X,X,,,,,,,,,X,X,X
18202-22,CD37,Leukocyte antigen CD37,P11049,CD37,,,,,,,,,,,,,,,,
9928-125,LECT1,Leukocyte cell-derived chemotaxin 1,O75829,CNMD,,,,,,,,,,,,,,,,
16763-11,LECT2,Leukocyte cell-derived chemotaxin-2,O14960,LECT2,,,,X,,,,,,,,,,,,
5970-61,LECT2,Leukocyte cell-derived chemotaxin-2,O14960,LECT2,,,,,,,,,,,,,,,,
10737-96,Serpin B1,Leukocyte elastase inhibitor,P30740,SERPINB1,,,,,,,,,,,,,,,,
21706-29,LIRA1,Leukocyte immunoglobulin-like receptor subfamily A member 1,O75019,LILRA1,,,,,,,,,,,,,,,,
15614-168,LIRA2,Leukocyte immunoglobulin-like receptor subfamily A member 2,Q8N149,LILRA2,,,,,,,,,,,,,,,,
6391-52,LIRA3,Leukocyte immunoglobulin-like receptor subfamily A member 3,Q8N6C8,LILRA3,,,,,,,,,,,,,,,,
8299-66,LIRA4,Leukocyte immunoglobulin-like receptor subfamily A member 4,P59901,LILRA4,,X,,,,X,,X,,,,,X,,X,
7787-25,LIRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,A6NI73,LILRA5,,X,,,,,,,,,,,,,,
8766-29,LIRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,A6NI73,LILRA5,,,,,,,,,,,,,,,,
7059-14,LIRA6,Leukocyte immunoglobulin-like receptor subfamily A member 6,Q6PI73,LILRA6,,,,,,,,,,,,,,,,
5090-49,ILT-2,Leukocyte immunoglobulin-like receptor subfamily B member 1,Q8NHL6,LILRB1,X,,X,,,,,,,,,,,,,
5091-28,ILT-4,Leukocyte immunoglobulin-like receptor subfamily B member 2,Q8N423,LILRB2,,,,,,,,,,,,,,,,
5633-65,ILT-4,Leukocyte immunoglobulin-like receptor subfamily B member 2,Q8N423,LILRB2,,,,,,,,,,,,,,,,
11334-7,LIRB3,Leukocyte immunoglobulin-like receptor subfamily B member 3,O75022,LILRB3,,,,,,,,,,,,,,,,
15615-8,LIRB3,Leukocyte immunoglobulin-like receptor subfamily B member 3,O75022,LILRB3,,,,,,,,,,,,,,,,
6453-70,LIRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Q8NHJ6,LILRB4,,,,,,,,,,,,,,,,
7015-8,LIRB5,Leukocyte immunoglobulin-like receptor subfamily B member 5,O75023,LILRB5,X,,X,,,,,,,,,,,,,
6653-58,CD47,Leukocyte surface antigen CD47,Q08722,CD47,,,,,,,,,,X,,,X,,X,X
23181-2,LTK,Leukocyte tyrosine kinase receptor,P29376,LTK,,,,,,,,,,,,,,,,
11284-24,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Q6GTX8,LAIR1,,X,,,,,,,,,,,,,,
7130-4,LAIR2,Leukocyte-associated immunoglobulin-like receptor 2,Q6ISS4,LAIR2,,,,,,,,,,,,,,,,
9531-24,LST1,Leukocyte-specific transcript 1 protein,O00453,LST1,,,,,,,,,,,,,,,,
12873-11,LEUK,Leukosialin,P16150,SPN,X,,X,,,,,,,,,,,,,
3204-2,LKHA4,Leukotriene A-4 hydrolase,P09960,LTA4H,X,,,,,,,,,X,,,X,,X,X
13477-65,LT4R1,Leukotriene B4 receptor 1,Q15722,LTB4R,,X,,,,,,,,,,,,,,
23619-235,L10K,Leydig cell tumor 10 kDa protein homolog,Q9UNZ5,C19orf53,,,,,,,,,,,,,,,,
4304-18,"transcription factor MLR1, isoform CRA_b",Ligand-dependent nuclear receptor corepressor-like protein,Q8N3X6,LCORL,,,,,,,,,,,,,,,,
21862-145,LASP-1,LIM and SH3 domain protein 1,Q14847,LASP1,,,,,,,,,,,,,,,,
11543-84,LIMA1,LIM domain and actin-binding protein 1,Q9UHB6,LIMA1,,,,,,,,,,,,,,,,
25308-8,LIMK1,LIM domain kinase 1,P53667,LIMK1,X,,,,,,,,,,,,,,,
22492-108,LMO3,LIM domain only protein 3,Q8TAP4,LMO3,,,,,,,,,,,,,,,,
23284-5,LMO4,LIM domain only transcription factor protein 4,P61968,LMO4,,,,,,,,,,,,,,,,
25926-29,LDB1,LIM domain-binding protein 1,Q86U70,LDB1,,,,,,,,,,,,,,,,
22491-10,LDB2,LIM domain-binding protein 2,O43679,LDB2,,,,,,,,,,,,,,,,
25280-2,LIMD1,LIM domain-containing protein 1,Q9UGP4,LIMD1,,,,,,,,,,,,,,,,
20991-2,LIMD2,LIM domain-containing protein 2,Q9BT23,LIMD2,,,,X,,,,,,,,,,,,
2999-6,LSAMP,Limbic system-associated membrane protein,Q13449,LSAMP,,,,,,,X,,,X,,,X,,X,X
10551-7,LAT,Linker for activation of T-cells family member 1,O43561,LAT,,,X,,,,,,,,,,,,,
5613-75,NTAL,Linker for activation of T-cells family member 2,Q9GZY6,LAT2,,,,,,,,,,,,,,,,
6413-79,LIPK,Lipase member K,Q5VXJ0,LIPK,,,,,,,,,,,,,,,,
8097-77,LIPN,Lipase member N,Q5VXI9,LIPN,,,,,,,,,,,,,,,,
23673-9,ODB2,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",P11182,DBT,,,X,,,,,,,,,,,,,
11708-2,LCN1,Lipocalin-1,P31025,LCN1,,,,,,,,,,,,,,,,
22490-16,LCNL1,Lipocalin-like 1 protein,Q6ZST4,LCNL1,,,,,,,,,,,,,,,,
3074-6,LBP,Lipopolysaccharide-binding protein,P18428,LBP,,X,X,,X,,,,,,,,,,X,X
21987-76,LPL,Lipoprotein lipase,P06858,LPL,X,X,X,X,X,,,,,,,,,,X,X
13975-56,LIPA1,Liprin-alpha-1,Q13136,PPFIA1,,,,,,,,,,,,,,,,
21655-18,FOPNL,LisH domain-containing protein FOPNL,Q96NB1,CEP20,,,,,,,,,,,,,,,,
13095-51,PSP,Lithostathine-1-alpha,P05451,REG1A,,,,,,,,,,,,,,,,
16770-3,REG1B,Lithostathine-1-beta,P48304,REG1B,,,,,,,,,,,,,,,,
23018-4,REG1B,Lithostathine-1-beta,P48304,REG1B,,,,,,,,,,,,,,,,
5693-6,REG1B,Lithostathine-1-beta,P48304,REG1B,,,,,,,,,,,,,,,,
15487-164,"carboxylesterase, liver",Liver carboxylesterase 1,P23141,CES1,,,,,,,,,,,,,,,,
7182-1,"carboxylesterase, liver",Liver carboxylesterase 1,P23141,CES1,X,,X,,,,,,,,,,,,,
5708-1,LEAP2,Liver-expressed antimicrobial peptide 2,Q969E1,LEAP2,,,,,,,,,,,,,,,,
15414-316,LDHA,L-lactate dehydrogenase A chain,P00338,LDHA,X,,X,,,,,,,,,,,,,
9761-89,LDHA,L-lactate dehydrogenase A chain,P00338,LDHA,,,,,,,,,,,,,,,,
3890-8,LDH-H 1,L-lactate dehydrogenase B chain,P07195,LDHB,X,,X,X,,,,,,X,,,X,,X,X
9828-86,LDHC,L-lactate dehydrogenase C chain,P07864,LDHC,,,,,,,,,,,,,,,,
6398-12,LONM,"Lon protease homolog, mitochondrial",P36776,LONP1,,,X,,,,,,,,,,,,,
17857-6,ACADL,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial",P28330,ACADL,,,X,,,,,,,,,,,,,
3291-30,CD23,Low affinity immunoglobulin epsilon Fc receptor,P06734,FCER2,,X,,,,,,,,X,,,X,,X,X
3309-2,FCG2A,Low affinity immunoglobulin gamma Fc region receptor II-a,P12318,FCGR2A,X,X,X,,X,,,,,X,,,X,,X,X
22960-8,FCG2B,Low affinity immunoglobulin gamma Fc region receptor II-b,P31994,FCGR2B,,,,,,,,,,X,,,X,,X,X
3310-62,FCG2B,Low affinity immunoglobulin gamma Fc region receptor II-b,P31994,FCGR2B,X,X,,,,,,,,X,X,,X,,X,X
15388-24,FcRIIIa,Low affinity immunoglobulin gamma Fc region receptor III-A,P08637,FCGR3A,X,X,X,,X,,,,,,,,,,X,X
3311-27,FCG3B,Low affinity immunoglobulin gamma Fc region receptor III-B,O75015,FCGR3B,X,X,X,,X,,,,,,,,,,X,X
18183-3,ARH,Low density lipoprotein receptor adapter protein 1,Q5SW96,LDLRAP1,,,X,,,,,,,,,,,,,
3858-5,PPAC,Low molecular weight phosphotyrosine protein phosphatase,P24666,ACP1,,,,,,,,,,X,,,X,,X,X
13129-40,LDLR,Low-density lipoprotein receptor,P01130,LDLR,X,X,X,,X,,,,,X,,,X,,X,X
22564-5,LRAD3,Low-density lipoprotein receptor class A domain-containing protein 3,Q86YD5,LDLRAD3,,,,,,,,,,,,,,,,
9004-24,CR001,Low-density lipoprotein receptor class A domain-containing protein 4,O15165,LDLRAD4,,,,,,,,,,,,,,,,
8601-167,sLRP1:CD,"Low-density lipoprotein receptor-related protein 1, soluble:Cytoplasmic domain",Q07954,LRP1,,,,,,,,,X,X,,,X,,X,X
9182-3,sLRP1:ECD,"Low-density lipoprotein receptor-related protein 1, soluble:Extracellular domain, LDL receptor class A domains 11-20",Q07954,LRP1,,,,,,,,,X,X,,,X,,X,X
16610-13,LRP10,Low-density lipoprotein receptor-related protein 10,Q7Z4F1,LRP10,,,,,,,,,,,,,,,,
15472-16,LRP11,Low-density lipoprotein receptor-related protein 11,Q86VZ4,LRP11,,,,,,,,,,,,,,,,
6713-4,LRP11,Low-density lipoprotein receptor-related protein 11,Q86VZ4,LRP11,,,,,,,,,,,,,,,,
